year,round_num,avg_air_temp,avg_humidity,avg_pressure,avg_rainfall,avg_track_temp,avg_wind_direction,avg_wind_speed
2022,18,16.717647058823534,86.21176470588236,1015.7062745098038,0.9803921568627451,19.930588235294113,-17.3328900343942,2.04078431372549
2022,11,20.25592105263158,35.13815789473684,939.7125,0.0,30.74671052631579,-0.1789189925169443,1.2552631578947369
2022,6,36.56585365853658,7.109756097560975,996.0158536585366,0.0,48.957317073170735,177.51450774306952,3.488414634146341
2022,3,26.69743589743589,43.65384615384615,1014.2461538461537,0.0,37.40833333333334,-56.67496182228407,1.8128205128205126
2022,14,21.78717948717949,40.51923076923077,971.0519230769229,0.0,36.08397435897436,-52.26837348685351,1.5192307692307692
2022,9,20.762962962962963,28.925925925925927,1012.4012345679013,0.0,41.261111111111106,2.7711783538565533,3.552469135802469
2022,17,26.23254901960784,87.44705882352942,1008.1439215686274,0.1803921568627451,28.973333333333333,108.45586968117355,0.9298039215686275
2022,5,30.617283950617285,58.858024691358025,1009.3049382716049,0.05555555555555555,42.81975308641975,134.68695789760838,2.2672839506172835
2022,12,30.164843750000003,47.734375,967.9078125000001,0.0,54.46171875,115.08568876222716,1.9460937499999997
2022,20,24.312727272727273,34.442424242424245,780.4072727272726,0.0,41.689090909090915,-98.92415394975916,1.336969696969697
2022,2,25.42039473684211,59.66447368421053,1012.7776315789474,0.0,28.40921052631579,-18.18512127689796,2.359210526315789
2022,15,22.73006134969325,75.38036809815951,1017.10981595092,0.0,33.44601226993865,131.45658704326615,1.061963190184049
2022,10,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,30.026108374384233,158.63459645863742,1.4561576354679802
2022,7,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,31.038367346938774,-8.804805878189718,0.9902040816326529
2022,19,29.28529411764706,49.62352941176471,991.1994117647057,0.0,35.523529411764706,107.59505579041107,5.487058823529411
2022,21,23.010778443113775,76.07784431137725,922.1604790419161,0.0,46.04910179640718,164.20225985174218,1.444311377245509
2022,4,12.899367088607592,83.17088607594937,1001.0386075949366,0.0,17.41898734177215,70.70164460564287,1.482278481012658
2022,13,18.559880239520957,69.31736526946108,985.5814371257484,0.2754491017964072,26.720958083832333,-74.75801249620291,4.0341317365269465
2022,16,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.138775510204084,-166.14512450957406,1.3612244897959185
2022,1,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,5.686847719908297,0.3049079754601227
2022,8,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,47.14968944099379,-76.87737605413214,1.529192546583851
2023,17,31.46289308176101,73.15723270440252,1009.7748427672954,0.0,36.93207547169812,-126.0470699122577,0.889937106918239
2023,6,25.06590909090909,45.86363636363637,1013.3596590909091,0.14772727272727273,39.25568181818182,128.53681926201327,1.0056818181818181
2023,3,17.449549549549552,54.15765765765766,1018.3666666666666,0.0,30.13963963963964,134.36529527983802,1.1270270270270266
2023,12,17.873333333333335,61.92666666666667,966.6273333333331,0.07333333333333333,28.24066666666667,113.7712678769291,1.5946666666666667
2023,20,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,46.775956284153004,-175.36601496940082,1.3092896174863389
2023,11,28.808536585365857,32.80487804878049,988.4018292682924,0.0,48.579268292682926,139.022693612974,1.4408536585365852
2023,9,22.398039215686275,52.04575163398693,934.0156862745096,0.0196078431372549,32.05424836601307,65.08515556134414,1.0973856209150326
2023,18,29.96011904761904,41.910714285714285,993.7309523809524,0.0,40.62857142857143,97.78223243792566,3.314285714285714
2023,5,27.11741935483871,59.42580645161291,1018.3787096774192,0.0,36.689032258064515,133.2275238719772,3.970322580645162
2023,14,29.330128205128204,42.32051282051282,1000.5615384615385,0.0,42.928205128205136,-150.6577569078521,1.13974358974359
2023,21,18.05,47.361111111111114,939.7814814814813,0.0,17.99444444444444,-122.06529355697013,2.3009259259259256
2023,13,16.791866028708135,70.77511961722487,1007.8244019138757,0.22966507177033493,24.94114832535885,173.7203179822967,2.8215311004784693
2023,2,26.09189189189189,57.79054054054054,1010.9297297297296,0.0,31.79256756756757,-40.064429037001325,1.772297297297297
2023,7,22.674025974025977,63.077922077922075,1001.0909090909091,0.0,33.838961038961045,74.01022066596417,1.8694805194805193
2023,16,27.28860759493671,42.31645569620253,1012.9335443037971,0.0,42.070253164556966,113.73710435742898,1.8297468354430382
2023,15,29.844318181818185,72.0284090909091,1008.9784090909092,0.0,36.42215909090909,171.1891623420922,1.4159090909090908
2023,4,24.860625,49.225,1008.64625,0.0,41.209999999999994,57.6439437266261,1.083125
2023,19,25.547368421052628,23.55263157894737,779.5205263157894,0.0,45.63947368421053,-76.21124238366855,1.4900000000000002
2023,1,27.43167701863354,21.496894409937887,1016.8639751552794,0.0,31.01180124223602,-165.4276048743409,0.6832298136645961
2023,8,18.530246913580246,63.901234567901234,1011.5524691358024,0.0,30.593209876543206,-44.67622254308215,1.941975308641975
2023,10,21.473509933774835,56.18543046357616,1001.2258278145694,0.0,30.94105960264901,-154.74709955868067,3.023841059602649
2024,3,20.62222222222222,44.451388888888886,1020.6013888888889,0.0,38.40208333333333,150.81169534602068,0.9534722222222223
2024,16,33.1015037593985,32.285714285714285,993.2285714285714,0.0,49.31127819548872,-157.60342247170496,1.518796992481203
2024,6,28.521999999999995,59.00666666666667,1016.4626666666667,0.0,44.664,152.70198722927827,3.080666666666666
2024,13,28.82387096774194,46.92258064516129,981.6767741935486,0.0,44.91612903225806,-79.58010778577211,1.2496774193548386
2024,19,28.12129032258064,35.535483870967745,1006.5090322580643,0.0,46.60193548387097,-90.31219738534674,1.5
2024,10,24.132467532467533,63.44155844155844,1001.3564935064935,0.006493506493506494,41.096103896103905,-127.95292137572247,2.1233766233766236
2024,5,18.63939393939394,66.06060606060606,1011.4521212121213,0.0,29.792727272727273,145.5251222575099,1.68
2024,15,19.00588235294118,60.96078431372549,1019.981045751634,0.0,30.80588235294118,-141.9228615745528,4.568627450980392
2024,9,17.797345132743363,73.38053097345133,996.1973451327435,0.2743362831858407,24.569911504424784,156.20215606259944,1.169911504424779
2024,12,15.77074829931973,67.33333333333333,992.1265306122449,0.3469387755102041,27.670068027210885,-121.32613958725686,1.3482993197278912
2024,7,25.113986013986015,48.42657342657343,1006.634265734266,0.0,42.023776223776224,132.51821739893393,2.141258741258741
2024,17,26.70592105263158,38.01973684210526,1017.6401315789473,0.0,44.34934210526316,93.54708361292413,1.5513157894736842
2024,2,25.528082191780825,62.33561643835616,1012.6828767123288,0.0,31.59315068493151,5.392027179382092,1.3027397260273974
2024,8,21.596499999999995,63.99,1018.7434999999998,0.0,46.318000000000005,-30.39110617230539,0.9795
2024,1,18.22738853503185,48.82165605095541,1017.1859872611466,0.0,23.652866242038222,44.804740245680335,0.7859872611464969
2024,14,21.32846715328467,49.583941605839414,978.0963503649635,0.0,42.26715328467153,-2.458360122393273,1.6832116788321165
2024,4,21.691160220994476,43.430939226519335,1012.3723756906077,0.0,37.50110497237569,-174.1702545932384,2.2408839779005527
2024,11,29.42587412587413,35.00699300699301,932.862937062937,0.006993006993006993,46.420979020979026,-37.08611886035092,1.667832167832168
2024,18,30.786250000000003,74.65,1008.024375,0.0,36.445625,-143.66304638616046,0.9550000000000001
